Ti,Nb,Zr,Sn,Modulus,Ms,e/a ratio,Bo,Md,Mo eq.,Bo + Md,Yield Strength (MPa),Hardness (HV),Elongation (%),Corrosion Resistance,Inferred_Phase,Fabrication Method,Heat Treatment,Cooling Rate
72,13,8,7,60.86757594,515.2090372,4.07813811,2.811945576,2.457625838,9.5,5.269571415,659,409,7.885018601,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
71,13,8,8,56.49826707,468.2299757,4.078685928,2.809697758,2.456056584,9.8,5.265754342,671,479,7.587174296,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
70,13,8,9,52.68640157,420.268756,4.079241481,2.807418199,2.454465171,10.1,5.26188337,683,464,8.401164208,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
69,13,8,10,49.6864609,371.8582956,4.079804936,2.805106222,2.452851126,10.4,5.257957347,695,473,14.06160928,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
68,13,8,11,47.58920866,323.7072425,4.08037646,2.80276113,2.451213962,10.7,5.253975093,707,442,8.578766735,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
67,13,8,12,46.34898213,276.6804353,4.08095623,2.800382207,2.449553181,11,5.249935388,719,388,13.84423138,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
74,13,9,4,70.96674376,625.9981652,4.076957462,2.820445313,2.465224315,9.07,5.285669629,633,469,12.50274204,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
73,13,9,5,66.85325433,582.2065019,4.077488794,2.818290378,2.463731397,9.37,5.282021775,645,355,14.69402322,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
72,13,9,6,62.33836385,536.8889987,4.078027514,2.816105479,2.462217721,9.67,5.2783232,657,359,11.2402542,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
71,13,9,7,57.83460942,490.2671945,4.078573777,2.813889988,2.460682851,9.97,5.274572839,669,407,8.259002259,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
70,13,9,8,53.75628985,442.7142548,4.079127742,2.811643257,2.459126338,10.27,5.270769595,681,351,9.145977858,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
69,13,9,9,50.41382129,394.7748031,4.079689575,2.809364621,2.457547722,10.57,5.266912343,693,362,11.10160329,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
68,13,9,10,47.95742509,347.1670547,4.080259442,2.807053395,2.455946528,10.87,5.262999924,705,354,9.135464033,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
67,13,9,11,46.38548189,300.7614101,4.080837519,2.804708876,2.454322269,11.17,5.259031145,717,439,14.4018798,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
66,13,9,12,45.59411679,256.5336244,4.081423983,2.802330339,2.452674442,11.47,5.255004781,729,381,14.66688102,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
73,13,10,4,68.26445557,604.9519179,4.077380028,2.822406855,2.468276606,9.54,5.290683461,643,358,10.51647404,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
72,13,10,5,63.83412401,559.9585013,4.077917231,2.820253623,2.466796624,9.84,5.287050246,655,471,10.49706451,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
71,13,10,6,59.25471503,513.698721,4.078461945,2.818070284,2.465295949,10.14,5.283366233,667,364,8.577930299,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
70,13,10,7,54.95390684,466.557277,4.07901433,2.815856203,2.463774144,10.44,5.279630347,679,431,14.92021354,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
69,13,10,8,51.29058027,419.0897646,4.079574547,2.813610726,2.46223076,10.74,5.275841486,691,385,6.193470404,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
68,13,10,9,48.47603258,372.0230592,4.080142764,2.811333181,2.460665334,11.04,5.271998515,703,356,14.43060854,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
67,13,10,10,46.55981233,326.2321066,4.080719155,2.809022875,2.459077391,11.34,5.268100266,715,350,10.38853077,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
66,13,10,11,45.46844145,282.6916535,4.081303897,2.806679097,2.457466441,11.64,5.264145538,727,447,14.4247729,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
65,13,10,12,45.06312036,242.4071479,4.081897173,2.804301114,2.455831981,11.94,5.260133095,739,441,13.81599626,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
72,13,11,4,65.3315343,584.4274956,4.077807259,2.824390057,2.471362601,10.01,5.295752658,653,430,13.33483378,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
71,13,11,5,60.73728599,538.5291453,4.078350432,2.822238698,2.469895934,10.31,5.292134632,665,404,10.1697828,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
70,13,11,6,56.26480452,491.796593,4.078901241,2.82005709,2.468408646,10.61,5.288465736,677,399,7.431532035,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
69,13,11,7,52.31071921,444.7956424,4.07945985,2.817844592,2.466900298,10.91,5.284744889,689,418,13.66281103,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
68,13,11,8,49.1458925,398.2609078,4.080026425,2.815600541,2.465370439,11.21,5.280970981,701,473,7.341941906,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
67,13,11,9,46.87676545,353.0708738,4.080601138,2.81332426,2.463818608,11.51,5.277142867,713,399,6.408303713,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
66,13,11,10,45.46831092,310.1982907,4.081184165,2.811015047,2.462244326,11.81,5.273259373,725,354,7.956555832,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
65,13,11,11,44.79892644,270.6405219,4.081775689,2.808672184,2.460647103,12.11,5.269319286,737,457,9.236601519,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
64,13,11,12,44.71495473,235.3399139,4.082375895,2.806294929,2.459026434,12.41,5.265321362,749,472,9.632346766,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
71,13,12,4,62.25957178,564.7484178,4.078239235,2.82639528,2.474482863,10.48,5.300878142,663,428,6.744931548,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
70,13,12,5,57.67162902,518.4158957,4.078788476,2.824245969,2.4730299,10.78,5.297275869,675,402,9.511411192,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
69,13,12,6,53.46517864,471.8694176,4.079345484,2.822066269,2.471556394,11.08,5.293622663,687,351,13.98370187,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
68,13,12,7,49.96567954,425.8504151,4.079910424,2.81985553,2.470061904,11.38,5.289917434,699,363,5.744261269,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
67,13,12,8,47.34007712,381.2399278,4.080483466,2.817613084,2.468545981,11.68,5.286159065,711,496,11.27908089,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
66,13,12,9,45.59957931,339.0077712,4.081064786,2.815338245,2.467008159,11.98,5.282346404,723,423,9.676044764,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
65,13,12,10,44.6472299,300.1424464,4.081654564,2.813030305,2.465447961,12.28,5.278478266,735,411,13.71280912,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
64,13,12,11,44.33559494,265.5720442,4.082252987,2.810688536,2.463864894,12.58,5.27455343,747,459,7.345482934,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
63,13,12,12,44.51135587,236.0893116,4.082860247,2.80831219,2.462258452,12.88,5.270570642,759,354,12.35007661,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
78,14,4,4,77.81613921,711.1280723,4.081114289,2.812854939,2.450335166,7,5.263190106,598,480,11.95053041,No,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
77,14,4,5,75.84765962,673.2091846,4.081662327,2.81069487,2.448773624,7.3,5.259468494,610,493,7.97890192,No,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
76,14,4,6,73.01628217,633.7921242,4.082217821,2.808505414,2.447190837,7.6,5.255696252,622,414,8.276682651,No,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
75,14,4,7,69.38435595,592.7852496,4.082780924,2.806285967,2.44558637,7.9,5.251872337,634,447,6.087436929,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
74,14,4,8,65.17050978,550.109009,4.083351794,2.804035909,2.443959774,8.2,5.247995682,646,390,7.427296187,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
73,14,4,9,60.73630294,505.7181316,4.083930592,2.801754602,2.442310587,8.5,5.244065188,658,485,13.98421725,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
72,14,4,10,56.50989415,459.6305496,4.084517484,2.79944139,2.440638336,8.8,5.240079726,670,410,6.487990528,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
71,14,4,11,52.87464779,411.9613674,4.085112642,2.7970956,2.438942533,9.1,5.236038133,682,473,14.03275457,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
70,14,4,12,50.07871615,362.9581371,4.085716241,2.794716538,2.437222678,9.4,5.231939216,694,351,10.09977059,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
77,14,5,4,76.49639849,688.4901094,4.081550154,2.814733744,2.453242173,7.47,5.267975917,608,456,6.826356814,No,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
76,14,5,5,73.96846572,649.2710802,4.082104118,2.812574751,2.45169193,7.77,5.264266681,620,474,13.35911469,No,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
75,14,5,6,70.59677286,608.466603,4.082665659,2.810386227,2.450120481,8.07,5.260506708,632,366,8.767246217,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
74,14,5,7,66.54103276,566.0008969,4.083234934,2.808167559,2.448527389,8.37,5.256694949,644,459,13.78164915,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
73,14,5,8,62.11653223,521.8347324,4.083812105,2.805918123,2.446912203,8.67,5.252830326,656,436,13.41223218,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
72,14,5,9,57.73983113,475.9946473,4.084397335,2.803637272,2.445274461,8.97,5.248911733,668,451,12.11508992,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
71,14,5,10,53.82407231,428.6069103,4.084990797,2.801324344,2.443613686,9.27,5.244938031,680,476,5.912266942,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
70,14,5,11,50.67413787,379.932328,4.085592663,2.798978658,2.44192939,9.57,5.240908048,692,497,9.365927912,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
69,14,5,12,48.4329946,330.3958023,4.086203114,2.796599513,2.440221069,9.87,5.236820582,704,490,9.892844261,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
76,14,6,4,74.82454293,665.913657,4.081990728,2.816632849,2.45618059,7.94,5.272813439,618,425,6.520419929,No,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
75,14,6,5,71.73739049,625.3288498,4.082550714,2.814475084,2.454641983,8.24,5.269117067,630,446,11.28865109,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
74,14,6,6,67.88545051,583.0916581,4.083118402,2.812287641,2.453082215,8.54,5.265369856,642,486,6.1013752,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
73,14,6,7,63.53007938,539.1689527,4.083693952,2.810069905,2.451500846,8.84,5.261570751,654,468,8.81692245,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
72,14,6,8,59.0615872,493.5958821,4.084277528,2.807821241,2.449897424,9.14,5.257718665,666,397,14.36222753,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
71,14,6,9,54.90845368,446.509782,4.0848693,2.805540998,2.448271485,9.44,5.253812483,678,458,6.167415145,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
70,14,6,10,51.42526236,398.1844626,4.08546944,2.803228507,2.44662255,9.74,5.249851057,690,430,9.325262289,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
69,14,6,11,48.81614967,349.0586804,4.086078129,2.800883077,2.444950129,10.04,5.245833206,702,382,7.199369477,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
68,14,6,12,47.12354333,299.7511349,4.08669555,2.798504002,2.443253716,10.34,5.241757717,714,385,6.226425721,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
75,14,7,4,72.79370408,643.4295005,4.082436089,2.818552585,2.459150929,8.41,5.277703514,628,353,9.870623767,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
74,14,7,5,69.18384121,601.4368504,4.083002196,2.816396202,2.457624305,8.71,5.274020507,640,402,14.71340733,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
73,14,7,6,64.95351542,557.7741402,4.083576132,2.814209997,2.45607657,9.01,5.270286567,652,360,6.847496158,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
72,14,7,7,60.45403862,512.4850911,4.08415806,2.811993348,2.454507281,9.31,5.266500628,664,358,13.28140212,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
71,14,7,8,56.11366125,465.7179567,4.084748149,2.809745614,2.452915985,9.61,5.262661599,676,428,11.85307349,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
70,14,7,9,52.32635349,417.7592423,4.085346572,2.807466136,2.451302216,9.91,5.258768353,688,442,14.16187211,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
69,14,7,10,49.35634355,369.0610481,4.085953506,2.805154238,2.449665495,10.21,5.254819734,700,433,8.824365357,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
68,14,7,11,47.3024512,320.2544139,4.086569134,2.802809223,2.448005329,10.51,5.250814552,712,474,12.1669855,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
67,14,7,12,46.12345131,272.1413934,4.087193644,2.800430374,2.44632121,10.81,5.246751584,724,430,6.675501635,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
74,14,8,4,70.41870456,621.0859777,4.082886314,2.820493291,2.462153713,8.88,5.282647003,638,486,11.4510891,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
73,14,8,5,66.36402891,577.6970277,4.083458643,2.81833845,2.460639428,9.18,5.278977878,650,430,8.445568356,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
72,14,8,6,61.89450877,532.7059077,4.084038931,2.816153643,2.459104086,9.48,5.275257729,662,473,12.89255928,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
71,14,8,7,57.42262582,486.2715903,4.084627345,2.813938242,2.457547244,9.78,5.271485486,674,482,5.128377026,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
70,14,8,8,53.36866405,438.6929104,4.085224056,2.811691599,2.455968447,10.08,5.267660047,686,364,10.87725415,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
69,14,8,9,50.05244628,390.4347458,4.085829243,2.809413049,2.454367228,10.38,5.263780277,698,403,9.731201613,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
68,14,8,10,47.6331162,342.1396996,4.086443086,2.807101907,2.452743105,10.68,5.259845012,710,476,6.99747588,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
67,14,8,11,46.11481142,294.6182362,4.087065772,2.804757469,2.451095584,10.98,5.255853053,722,391,5.912422214,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
66,14,8,12,45.39571906,248.8131374,4.087697494,2.802379009,2.449424155,11.28,5.251803164,734,354,13.41065629,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
73,14,9,4,67.74019918,598.9760179,4.083341484,2.822455311,2.465189476,9.35,5.287644787,648,473,5.705724045,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
72,14,9,5,63.3595298,554.2930384,4.083920138,2.820302177,2.463687896,9.65,5.283990073,660,400,14.80202208,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
71,14,9,6,58.81569627,508.2012947,4.084506884,2.818118935,2.462165319,9.95,5.280284254,672,396,10.24027773,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
70,14,9,7,54.54031242,461.0115342,4.085101892,2.815904949,2.460621301,10.25,5.276526249,684,453,12.30080134,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
69,14,9,8,50.90080643,413.2007954,4.085705339,2.813659564,2.459055386,10.55,5.27271495,696,481,11.52366729,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
68,14,9,9,48.11790076,365.4224271,4.086317404,2.811382109,2.457467105,10.85,5.268849214,708,392,9.127378878,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
67,14,9,10,46.24813806,318.4943249,4.086938274,2.80907189,2.455855975,11.15,5.264927866,720,446,7.608824809,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
66,14,9,11,45.22133724,273.3616419,4.087568141,2.806728197,2.454221501,11.45,5.260949698,732,445,11.59927105,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
65,14,9,12,44.89882565,231.0354655,4.088207202,2.804350296,2.45256317,11.75,5.256913465,744,353,7.594278537,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
72,14,10,4,64.82566629,577.2704975,4.083801681,2.824438999,2.468258765,9.82,5.292697765,658,375,13.60877653,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
71,14,10,5,60.27117544,531.5263941,4.084386766,2.822287743,2.466770265,10.12,5.289058008,670,372,14.71524185,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
70,14,10,6,55.82631962,484.7292928,4.084980077,2.820106236,2.465260834,10.42,5.28536707,682,441,7.817547071,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
69,14,10,7,51.8949254,437.3677327,4.085581791,2.817893836,2.463730027,10.72,5.281623863,694,490,10.20010042,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
68,14,10,8,48.75733813,390.1049587,4.086192087,2.815649882,2.462177388,11.02,5.27782727,706,370,12.08510528,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
67,14,10,9,46.52805254,343.7653062,4.08681115,2.813373695,2.460602445,11.32,5.27397614,718,449,14.12658906,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
66,14,10,10,45.17662744,299.2952548,4.087439169,2.811064574,2.459004715,11.62,5.270069289,730,397,6.935831746,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
65,14,10,11,44.5825822,257.7010775,4.088076342,2.8087218,2.4573837,11.92,5.266105499,742,379,12.8764697,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
64,14,10,12,44.59101135,219.9709873,4.088722868,2.806344631,2.455738886,12.22,5.262083517,754,397,5.904412365,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,14,11,4,61.76600735,556.2532269,4.084266988,2.826444716,2.471362139,10.29,5.297806856,668,453,8.034155643,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
70,14,11,5,57.20882952,509.8468386,4.084858611,2.824295513,2.469887104,10.59,5.294182617,680,463,11.98437835,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
69,14,11,6,53.02523193,462.9300423,4.0854586,2.822115918,2.468391211,10.89,5.290507129,692,393,8.353751995,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
68,14,11,7,49.5497175,416.1751084,4.086067134,2.819905282,2.466874014,11.19,5.286779295,704,370,7.708160124,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
67,14,11,8,46.95806637,370.4118206,4.086684397,2.817662937,2.465335054,11.49,5.282997991,716,482,5.32507016,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
66,14,11,9,45.26734916,326.5869659,4.087310577,2.815388196,2.463773861,11.79,5.279162057,728,423,8.009386138,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
65,14,11,10,44.38285199,285.7010742,4.08794587,2.813080352,2.462189948,12.09,5.2752703,740,368,8.848705306,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
64,14,11,11,44.15660059,248.7306062,4.088590475,2.810738677,2.460582817,12.39,5.271321494,752,435,11.15591699,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
63,14,11,12,44.43318255,216.5481326,4.0892446,2.808362421,2.458951952,12.69,5.267314374,764,460,12.00828172,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
70,14,12,4,58.66751851,536.3498096,4.084737491,2.828472831,2.474500168,10.76,5.302972999,678,391,6.52159931,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
69,14,12,5,54.27899558,489.8667752,4.085335763,2.826325862,2.473038995,11.06,5.299364857,690,378,8.130722183,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
68,14,12,6,50.49070303,443.6048804,4.085942542,2.824148361,2.471557042,11.36,5.295705403,702,499,11.19954838,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
67,14,12,7,47.54017385,398.3983784,4.086558013,2.821939672,2.470053863,11.66,5.291993535,714,360,5.860191445,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
66,14,12,8,45.49877863,355.1933851,4.087182362,2.81969912,2.468528999,11.96,5.288228119,726,354,8.420230944,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
65,14,12,9,44.30564961,314.9838245,4.087815784,2.81742601,2.466981978,12.26,5.284407988,738,386,14.92517092,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
64,14,12,10,43.82586099,278.7337673,4.088458477,2.815119629,2.465412312,12.56,5.280531941,750,431,6.109492278,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
63,14,12,11,43.90262903,247.298725,4.089110646,2.812779239,2.463819502,12.86,5.276598741,762,409,6.789795515,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
62,14,12,12,44.39060455,221.3592247,4.089772504,2.810404083,2.46220303,13.16,5.272607114,774,374,9.510261975,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
77,15,4,4,75.91916263,687.3444524,4.08738455,2.814780339,2.450219458,7.28,5.264999798,613,352,5.147954363,No,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
76,15,4,5,73.46540729,648.5638803,4.087978211,2.81262143,2.448648512,7.58,5.261269942,625,465,12.32303921,No,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
75,15,4,6,70.16865236,608.2322982,4.088579993,2.810432986,2.447056075,7.88,5.257489061,637,380,11.25461084,No,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
74,15,4,7,66.1805244,566.2622812,4.089190064,2.808214398,2.445441703,8.18,5.253656101,649,420,5.333273934,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
73,15,4,8,61.81066292,522.5909492,4.089808597,2.805965037,2.44380494,8.48,5.249769977,661,393,13.76625089,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
72,15,4,9,57.47551469,477.2064835,4.090435769,2.803684261,2.442145316,8.78,5.245829577,673,479,6.67194595,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,15,4,10,53.59419875,430.1806453,4.091071762,2.801371405,2.44046235,9.08,5.241833754,685,497,8.431716113,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
70,15,4,11,50.48100883,381.7043941,4.091716763,2.799025788,2.438755544,9.38,5.237781332,697,479,9.645587033,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
69,15,4,12,48.28780844,332.1214474,4.092370967,2.796646709,2.43702439,9.68,5.233671099,709,461,8.129490549,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
76,15,5,4,74.27797145,663.9773445,4.087856696,2.816679901,2.45314186,7.75,5.269821762,623,446,7.066177535,No,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
75,15,5,5,71.26515144,623.8485245,4.088456811,2.814522223,2.45158233,8.05,5.266104553,635,437,12.80277364,No,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
74,15,5,6,67.48309328,582.0876161,4.089065181,2.812334865,2.450001348,8.35,5.262336213,647,467,5.083717593,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
73,15,5,7,63.18627607,538.6368341,4.089681977,2.810117211,2.448398469,8.65,5.25851568,659,449,5.648447818,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
72,15,5,8,58.76269763,493.4919553,4.090307375,2.807868627,2.446773235,8.95,5.254641862,671,436,6.331889298,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,15,5,9,54.64475609,446.7349739,4.090941557,2.805588463,2.445125174,9.25,5.250713637,683,351,14.63304767,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
70,15,5,10,51.19559027,398.5694532,4.091584709,2.803276047,2.443453802,9.55,5.246729849,695,425,12.18046129,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
69,15,5,11,48.62875292,349.3532741,4.092237023,2.80093069,2.441758622,9.85,5.242689312,707,466,9.858947195,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
68,15,5,12,46.99360391,299.6215242,4.092898696,2.798551684,2.440039121,10.15,5.238590805,719,496,9.144871202,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
75,15,6,4,72.27846055,640.6422351,4.088333971,2.818600102,2.456096014,8.22,5.274696116,633,388,11.04726703,No,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
